Province,Weight,Value,Num. Transactions,Units,Month,Year,Av. Price
ALICANTE,21.48,51.49,14,12744,1,15,2.3971135940409685
BARCELONA,12.54,67.32,2,6600,1,15,5.368421052631579
CACERES,292.32,218.97,7,150678,1,15,0.7490763546798029
CORDOBA,914.87,2327.86,125,908285,1,15,2.544470799129931
LLEIDA,0.71,1.98,2,652,1,15,2.7887323943661975
MURCIA,62.32,108.46,16,38329,1,15,1.740372272143774
SEVILLA,3895.09,8855.61,391,3715157,1,15,2.273531548693355
ZARAGOZA,21.69,33.76,3,13040,1,15,1.5564776394651911
ALICANTE,24.71,58.51,5,12953,2,15,2.3678672602185347
CACERES,290.3,198.97,9,148908,2,15,0.6853944195659663
CORDOBA,706.88,1848.32,94,695616,2,15,2.614757808963332
LLEIDA,0.28,0.59,1,175,2,15,2.1071428571428568
MADRID,1.62,6.51,1,1615,2,15,4.018518518518518
MALAGA,6.8,21.16,3,6803,2,15,3.111764705882353
MURCIA,78.91,101.74,11,42622,2,15,1.2893169433531873
SEVILLA,4367.99,10898.98,463,4189024,2,15,2.495193441376926
VALENCIA,0.95,1.18,1,465,2,15,1.2421052631578948
ZARAGOZA,3.67,7.34,2,3669,2,15,2.0
ALICANTE,69.32,161.13,34,42704,3,15,2.3244373918061165
BADAJOZ,16.93,21.19,2,7257,3,15,1.2516243354991141
BARCELONA,6.27,33.66,1,3300,3,15,5.368421052631579
CACERES,308.45,248.59,16,157735,3,15,0.8059328902577404
CORDOBA,721.18,1919.82,88,700284,3,15,2.6620538561801492
MADRID,11.09,22.65,9,11085,3,15,2.042380522993688
MALAGA,54.87,89.09,6,54870,3,15,1.6236559139784947
MURCIA,105.29,130.86,11,56558,3,15,1.242853072466521
SEVILLA,6373.29,15373.17,595,6036013,3,15,2.4121246640275276
TARRAGONA,0.36,0.8,1,330,3,15,2.2222222222222223
VALENCIA,1.44,2.94,1,650,3,15,2.0416666666666665
ALICANTE,45.26,92.57,12,26602,4,15,2.045293857711003
BADAJOZ,19.41,12.36,2,11310,4,15,0.6367851622874806
CACERES,254.02,204.96,14,130703,4,15,0.806865601133769
CORDOBA,803.69,1883.34,104,793750,4,15,2.3433662232950514
LLEIDA,0.61,1.81,3,437,4,15,2.9672131147540983
MADRID,0.31,1.53,2,308,4,15,4.935483870967742
MALAGA,33.2,59.24,4,33203,4,15,1.7843373493975903
MURCIA,105.78,156.75,18,54974,4,15,1.4818491208167897
SEVILLA,5270.44,12927.53,539,5134680,4,15,2.452836954789354
TARRAGONA,0.05,0.5,1,48,4,15,10.0
ZARAGOZA,40.8,66.02,2,24360,4,15,1.6181372549019608
ALICANTE,59.77,85.26,21,34470,5,15,1.4264681278233227
BADAJOZ,0.03,0.02,1,25,5,15,0.6666666666666667
BARCELONA,1.47,0.72,1,965,5,15,0.4897959183673469
CACERES,222.62,179.2,10,115101,5,15,0.8049591231695264
CORDOBA,436.97,883.57,46,404902,5,15,2.0220381261871525
JAEN,0.0,0.01,1,2,5,15,0.0
LLEIDA,1.34,3.59,3,1154,5,15,2.67910447761194
MALAGA,36.69,61.33,4,36624,5,15,1.6715726355955303
MURCIA,205.61,277.74,23,114000,5,15,1.3508097855162686
SEVILLA,4866.08,11925.19,524,4703307,5,15,2.4506769309177
TARRAGONA,1.9,2.94,5,1188,5,15,1.5473684210526317
ZARAGOZA,3.04,8.21,4,2255,5,15,2.7006578947368425
ALICANTE,286.96,487.13,34,179161,6,15,1.6975536660161696
BADAJOZ,77.2,78.94,5,55280,6,15,1.022538860103627
CACERES,54.45,42.34,4,28311,6,15,0.7775941230486685
CORDOBA,537.7,1217.14,66,517955,6,15,2.2636042402826857
MADRID,0.29,1.1,1,292,6,15,3.7931034482758625
MALAGA,11.17,19.65,2,11170,6,15,1.7591763652641002
MURCIA,167.07,229.44,25,92531,6,15,1.3733165738911834
NAVARRA,0.21,0.91,2,207,6,15,4.333333333333334
SEVILLA,5755.48,12901.17,509,5519332,6,15,2.2415454488591746
TARRAGONA,0.57,1.46,1,337,6,15,2.56140350877193
VALENCIA,5.49,8.71,4,2627,6,15,1.586520947176685
ZARAGOZA,22.62,33.16,2,15340,6,15,1.4659593280282934
ALICANTE,418.29,680.09,56,262777,7,15,1.6258815654211194
BADAJOZ,50.32,48.17,5,30165,7,15,0.9572734499205088
CACERES,344.74,273.49,18,177878,7,15,0.7933225039159947
CORDOBA,552.56,1567.81,61,536046,7,15,2.8373570291009123
LLEIDA,11.27,17.38,2,7007,7,15,1.5421472937000886
MADRID,1.05,1.88,1,1048,7,15,1.7904761904761903
MALAGA,55.33,98.33,11,55329,7,15,1.7771552503162842
MURCIA,163.49,199.56,22,91384,7,15,1.2206251146859135
SEVILLA,6745.6,15245.1,596,6551956,7,15,2.2600065227703983
TARRAGONA,0.03,0.28,1,14,7,15,9.333333333333334
ZARAGOZA,20.16,37.13,1,10920,7,15,1.841765873015873
ALICANTE,163.04,256.23,28,101796,8,15,1.5715775269872425
BADAJOZ,30.76,30.45,2,17704,8,15,0.9899219765929779
CACERES,90.72,71.06,5,47175,8,15,0.783289241622575
CADIZ,31.48,90.59,6,26908,8,15,2.877700127064803
CORDOBA,349.41,902.32,50,338920,8,15,2.582410348873816
MALAGA,0.03,0.14,2,33,8,15,4.666666666666667
MURCIA,27.64,71.09,9,17271,8,15,2.571997105643994
NAVARRA,0.89,3.16,6,885,8,15,3.5505617977528092
SEVILLA,4543.01,10920.18,427,4379216,8,15,2.4037323272455926
TARRAGONA,0.24,0.53,1,240,8,15,2.2083333333333335
ZARAGOZA,1.94,5.33,4,1259,8,15,2.747422680412371
ALICANTE,307.54,517.57,33,191914,9,15,1.682935553098784
BADAJOZ,20.18,14.58,2,12656,9,15,0.7224975222993063
CACERES,108.86,87.92,6,55945,9,15,0.807642844019842
CORDOBA,576.99,1422.8,79,562330,9,15,2.465900622194492
JAEN,0.04,0.17,1,40,9,15,4.25
LLEIDA,0.35,0.71,1,330,9,15,2.0285714285714285
MADRID,16.08,42.82,5,16079,9,15,2.662935323383085
MURCIA,130.1,157.03,14,73526,9,15,1.2069946195234436
SEVILLA,6249.19,14178.11,531,6010149,9,15,2.2687916353959476
ZARAGOZA,1.32,4.2,1,1321,9,15,3.1818181818181817
ALICANTE,360.16,577.52,46,229744,10,15,1.6035095513105284
BADAJOZ,85.55,98.94,6,49363,10,15,1.1565166569257743
BARCELONA,0.04,0.06,1,27,10,15,1.5
CACERES,224.48,201.44,15,111594,10,15,0.8973627940128297
CORDOBA,660.26,1474.87,81,632025,10,15,2.2337715445430586
JAEN,5.5,13.91,1,5500,10,15,2.5290909090909093
LLEIDA,13.03,21.11,3,8180,10,15,1.6201074443591712
MADRID,9.36,18.66,5,9364,10,15,1.9935897435897438
MURCIA,107.02,150.83,14,63169,10,15,1.409362735937208
NAVARRA,0.11,0.55,2,111,10,15,5.0
SEVILLA,6778.23,15099.43,548,6575021,10,15,2.2276361232947246
VALENCIA,9.28,18.52,2,9278,10,15,1.995689655172414
ZARAGOZA,0.9,2.06,2,500,10,15,2.2888888888888888
ALICANTE,316.52,522.41,36,196908,11,15,1.6504802224188044
ALMERIA,38.76,94.79,4,38764,11,15,2.4455624355005163
BADAJOZ,93.93,87.72,7,51467,11,15,0.9338869370808047
CACERES,359.51,317.46,18,180787,11,15,0.8830352424132847
CORDOBA,773.94,1767.21,89,739817,11,15,2.283394061555159
LLEIDA,0.81,1.69,2,490,11,15,2.0864197530864197
MADRID,0.95,3.33,2,934,11,15,3.505263157894737
MURCIA,177.9,227.09,21,98713,11,15,1.276503653738055
PONTEVEDRA,1.04,4.48,4,1038,11,15,4.307692307692308
SEVILLA,5241.63,11555.16,439,4932590,11,15,2.204497455944048
VIZCAYA,0.22,1.32,1,216,11,15,6.0
ZARAGOZA,43.36,73.99,4,25780,11,15,1.706411439114391
ALICANTE,206.31,272.93,14,120243,12,15,1.3229121225340508
ALMERIA,55.26,137.15,7,55261,12,15,2.4819037278320666
BADAJOZ,18.75,17.54,1,9434,12,15,0.9354666666666667
CACERES,181.44,170.0,11,92896,12,15,0.9369488536155203
CORDOBA,526.19,1169.03,49,445468,12,15,2.221687983428039
LLEIDA,1.44,4.18,2,1440,12,15,2.9027777777777777
MADRID,1.05,4.19,2,1052,12,15,3.9904761904761905
MURCIA,181.36,223.08,21,98671,12,15,1.2300397000441112
SEVILLA,5150.8,11797.88,406,4749670,12,15,2.2904946804379898
TARRAGONA,0.08,0.37,2,74,12,15,4625
VALENCIA,0.49,1.55,2,486,12,15,3.163265306122449
ALAVA,0.29,0.02,1,140,1,16,0.06896551724137932
ALICANTE,404.28,643.04,38,247763,1,16,1.5905807855941427
BADAJOZ,90.72,75.2,5,47174,1,16,0.8289241622574957
CACERES,297.39,269.51,10,150069,1,16,0.9062510508087024
CORDOBA,478.87,1111.16,49,459154,1,16,2.320379226094765
LLEIDA,0.06,0.12,1,37,1,16,2.0
MADRID,2.96,4.96,2,2960,1,16,1.6756756756756757
MALAGA,0.75,3.44,1,753,1,16,4.586666666666667
MURCIA,31.14,39.73,2,15929,1,16,1.2758509955041746
PONTEVEDRA,0.75,3.59,1,753,1,16,4.786666666666666
SEVILLA,4333.78,8668.26,308,3283939,1,16,2.0001615218123674
VALENCIA,1.75,5.47,1,1100,1,16,3.1257142857142854
ZARAGOZA,6.39,15.56,4,5680,1,16,2.435054773082942
ALICANTE,402.5,839.55,35,237737,2,16,2.08583850931677
ALMERIA,9.88,22.62,2,9878,2,16,2.289473684210526
BADAJOZ,19.4,20.2,1,12320,2,16,1.041237113402062
BARCELONA,0.2,0.37,1,76,2,16,1.8499999999999999
CACERES,594.79,566.59,16,299777,2,16,0.9525883084786229
CADIZ,0.0,0.01,1,3,2,16,0.0
CORDOBA,685.59,1895.77,83,661179,2,16,2.7651657696290783
GRANADA,0.65,1.8,1,647,2,16,2.769230769230769
LLEIDA,0.31,0.97,2,251,2,16,3.129032258064516
MADRID,16.1,34.87,2,10023,2,16,2.16583850931677
MALAGA,0.98,1.66,1,423,2,16,1.693877551020408
MURCIA,98.23,147.65,7,53780,2,16,1.5031049577522142
SEVILLA,7280.84,14088.46,448,5570324,2,16,1.935004752198922
ZARAGOZA,41.15,67.13,3,24708,2,16,1.63134872417983
ALICANTE,543.64,760.87,43,342032,3,16,1.399584283717166
BADAJOZ,76.3,71.69,4,43509,3,16,0.9395806028833552
CACERES,496.85,490.02,20,253017,3,16,0.9862533963973029
CORDOBA,561.56,1276.99,56,521277,3,16,2.2740045587292546
LLEIDA,0.45,1.09,2,290,3,16,2.4222222222222225
MADRID,0.0,0.01,2,3,3,16,0.0
MALAGA,7.7,20.98,1,3027,3,16,2.724675324675325
MURCIA,34.24,55.86,4,15409,3,16,1.6314252336448598
NAVARRA,38.71,36.31,3,19204,3,16,0.9380005166623612
SEVILLA,6937.25,12598.32,408,4995664,3,16,1.8160394969188078
TARRAGONA,0.26,2.17,2,169,3,16,8.346153846153845
VALENCIA,4.36,13.19,2,2727,3,16,3.025229357798165
ZARAGOZA,0.64,2.18,1,400,3,16,3.40625
ALAVA,15.52,25.58,1,6726,4,16,1.6481958762886597
ALICANTE,401.75,728.0,38,235143,4,16,1.8120721841941505
ALMERIA,34.75,77.43,5,34750,4,16,2.228201438848921
BADAJOZ,19.4,21.84,1,12320,4,16,1.1257731958762887
BARCELONA,29.93,64.01,2,17706,4,16,2.1386568660207153
CACERES,329.3,330.26,12,166632,4,16,1.0029152748253871
CADIZ,1.94,3.28,1,1944,4,16,1.690721649484536
CORDOBA,577.63,1380.79,73,545572,4,16,2.3904402472170765
LLEIDA,0.38,1.09,1,235,4,16,2.868421052631579
MADRID,3.18,8.5,2,3184,4,16,2.6729559748427674
MALAGA,12.33,15.96,2,6551,4,16,1.294403892944039
MURCIA,109.75,150.51,5,65347,4,16,1.371389521640091
NAVARRA,5.14,13.36,1,2205,4,16,2.5992217898832686
OURENSE,0.01,0.06,1,8,4,16,6.0
SEVILLA,8243.94,13438.97,444,5311447,4,16,1.6301634897876498
TARRAGONA,0.6,1.54,1,356,4,16,2.566666666666667
VALENCIA,0.0,0.01,1,4,4,16,0.0
ZARAGOZA,0.62,1.4,1,624,4,16,2.258064516129032
ALICANTE,365.66,646.57,38,225705,5,16,1.768227314992069
ALMERIA,11.07,28.21,2,11073,5,16,2.5483288166214995
BADAJOZ,165.62,164.26,8,92820,5,16,0.9917884313488708
BARCELONA,0.59,1.61,6,474,5,16,2.728813559322034
CACERES,77.38,67.04,5,37698,5,16,0.8663737399844923
CADIZ,1.2,3.52,1,432,5,16,2.9333333333333336
CORDOBA,655.72,1385.48,70,611679,5,16,2.1129140486793143
LLEIDA,8.06,12.56,1,5247,5,16,1.5583126550868487
MADRID,6.04,7.18,7,2587,5,16,1.1887417218543046
MURCIA,72.65,81.26,5,37988,5,16,1.118513420509291
NAVARRA,40.18,37.87,2,20217,5,16,0.9425087108013936
RIOJA,2.96,9.96,3,2960,5,16,3.3648648648648654
SEVILLA,9342.94,15212.08,489,6078721,5,16,1.6281898417414646
VALENCIA,1.41,3.27,1,604,5,16,2.319148936170213
ZARAGOZA,0.16,0.54,1,100,5,16,3375
ALICANTE,438.37,798.45,44,265993,6,16,1.821406574354997
ALMERIA,0.1,0.2,1,100,6,16,2.0
BADAJOZ,18.75,17.24,1,9434,6,16,0.9194666666666665
BARCELONA,0.01,0.14,4,13,6,16,14.000000000000002
CACERES,128.36,129.72,7,64113,6,16,1.0105952009971952
CORDOBA,720.59,1774.07,90,717959,6,16,2.4619686645665357
LLEIDA,0.42,3.79,2,420,6,16,9.023809523809524
MADRID,4.01,16.76,3,4014,6,16,4.179551122194514
MURCIA,89.23,120.67,8,45950,6,16,1.3523478650678022
NAVARRA,19.81,20.12,1,9542,6,16,1.015648662291772
SEVILLA,7934.07,13711.31,444,5340003,6,16,1.7281559149339494
ALICANTE,334.23,605.41,36,206166,7,16,1.8113574484636326
BADAJOZ,76.82,72.57,4,43509,7,16,0.9446758656599844
CACERES,55.79,52.28,2,28369,7,16,0.9370854991934039
CADIZ,0.98,1.59,1,423,7,16,1.6224489795918369
CASTELLON,1.18,3.34,1,606,7,16,2.830508474576271
CORDOBA,522.01,1271.3,76,492963,7,16,2.435393957970154
JAEN,0.11,0.64,1,70,7,16,5.818181818181818
LLEIDA,0.58,1.16,1,360,7,16,2.0
MADRID,1.39,3.38,3,975,7,16,2.431654676258993
MURCIA,89.49,159.34,8,55130,7,16,1.7805341378925021
SEVILLA,8887.32,15444.89,491,5921621,7,16,1.7378568567352137
ZARAGOZA,1.0,3.29,2,822,7,16,3.29
ALICANTE,238.71,500.8,24,143611,8,16,2.097943110887688
ALMERIA,68.44,114.18,2,68436,8,16,1.6683226183518411
BADAJOZ,38.67,37.44,2,21754,8,16,0.9681923972071372
BARCELONA,0.01,0.08,4,13,8,16,8.0
CACERES,54.43,55.04,1,28304,8,16,1.0112070549329413
CORDOBA,564.06,1371.23,73,545338,8,16,2.4310002482005464
MURCIA,143.69,200.73,10,80257,8,16,1.3969656900271417
NAVARRA,1.01,2.52,1,436,8,16,2.495049504950495
SEVILLA,5395.94,8771.38,303,3580651,8,16,1.6255518037635703
TARRAGONA,0.12,0.27,1,120,8,16,2.2500000000000004
ZARAGOZA,40.8,66.02,2,24360,8,16,1.6181372549019608
ALICANTE,519.5,904.61,48,318827,9,16,1.7413089509143407
ALMERIA,14.97,39.8,2,14972,9,16,2.6586506346025383
BADAJOZ,19.36,20.64,1,12320,9,16,1.0661157024793388
BARCELONA,0.11,0.59,1,114,9,16,5.363636363636363
CACERES,128.36,125.86,4,65774,9,16,0.9805235275786849
CORDOBA,472.35,1219.25,57,469411,9,16,2.5812427225574255
MADRID,33.94,63.4,3,20070,9,16,1.8680023571007662
MURCIA,97.52,167.94,10,57964,9,16,1.7221082854799017
PONTEVEDRA,1.92,3.22,1,1920,9,16,1.6770833333333335
SEVILLA,10062.4,17258.27,551,6524506,9,16,1.7151246223564955
TARRAGONA,0.12,0.27,1,120,9,16,2.2500000000000004
VALENCIA,10.25,37.83,2,10250,9,16,3.690731707317073
ALICANTE,810.97,1447.65,74,487957,10,16,1.7850845284042567
ALMERIA,31.42,91.22,3,31422,10,16,2.9032463399108845
BADAJOZ,96.77,100.03,5,58714,10,16,1.0336881264854811
CACERES,201.54,207.11,5,100140,10,16,1.0276371936092092
CASTELLON,0.95,2.74,1,446,10,16,2.88421052631579
CORDOBA,567.62,1394.56,84,548897,10,16,2.4568549381628553
LLEIDA,0.79,1.96,2,537,10,16,2.481012658227848
MADRID,2.28,8.28,1,2280,10,16,3.6315789473684212
MURCIA,131.35,190.97,11,75142,10,16,1.4539017891130568
NAVARRA,0.48,1.36,1,297,10,16,2.8333333333333335
RIOJA,1.01,2.24,1,1008,10,16,2.217821782178218
SEVILLA,8717.97,14882.78,492,5568496,10,16,1.707138244338992
TARRAGONA,0.58,1.7,1,334,10,16,2.931034482758621
ZARAGOZA,2.26,6.48,4,1966,10,16,2.867256637168142
ALICANTE,534.11,969.23,49,321969,11,16,1.8146636460654173
ALMERIA,5.02,10.9,1,5015,11,16,2.171314741035857
BADAJOZ,58.74,62.9,3,36960,11,16,1.0708205652025875
BARCELONA,3.69,4.97,1,1844,11,16,1.3468834688346882
CACERES,108.86,111.26,5,55944,11,16,1.022046665441852
CORDOBA,680.17,1713.89,80,673250,11,16,2.519796521457871
LLEIDA,0.65,1.41,1,410,11,16,2.169230769230769
MADRID,18.48,21.02,3,13318,11,16,1.1374458874458875
MURCIA,212.92,295.42,13,114535,11,16,1.387469472102198
PONTEVEDRA,0.42,1.7,1,423,11,16,4.0476190476190474
RIOJA,3.11,6.91,1,3108,11,16,2.221864951768489
SEVILLA,8667.49,14124.4,461,5427307,11,16,1.6295836510916077
TARRAGONA,3.02,6.33,1,1890,11,16,2.096026490066225
ZARAGOZA,20.65,38.84,3,11320,11,16,1.8808716707021795
ALICANTE,669.48,1204.15,65,408328,12,16,1.7986347613072833
ASTURIAS,0.01,0.01,1,11,12,16,1.0
BADAJOZ,113.76,109.79,6,62379,12,16,0.9651019690576653
BARCELONA,0.04,0.2,1,36,12,16,5.0
CACERES,111.93,120.11,5,55735,12,16,1.0730813901545608
CORDOBA,392.33,1036.23,52,380487,12,16,2.6412204011928737
LLEIDA,0.72,2.02,1,720,12,16,2.805555555555556
MADRID,0.22,1.32,1,216,12,16,6.0
MALAGA,22.7,44.97,2,22699,12,16,1.981057268722467
MURCIA,270.33,450.87,18,151701,12,16,1.6678504050604817
PONTEVEDRA,0.43,3.41,1,432,12,16,7.930232558139536
SEVILLA,7235.39,13218.15,402,4607785,12,16,1.8268745706865834
VALENCIA,2.31,4.32,2,1540,12,16,1.8701298701298703
ZARAGOZA,0.56,2.14,1,350,12,16,3.821428571428571
ALICANTE,506.43,901.75,48,312573,1,17,1.7806014651580673
BADAJOZ,38.15,39.16,2,21754,1,17,1.0264744429882044
CACERES,36.29,38.3,2,18204,1,17,1.0553871589969688
CORDOBA,441.05,852.67,46,361703,1,17,1.9332728715565126
MADRID,17.18,26.52,2,9365,1,17,1.5436554132712457
MURCIA,50.2,92.34,8,32561,1,17,1.8394422310756973
SEVILLA,6005.3,10695.83,364,3884050,1,17,1.7810650591977086
TARRAGONA,1.26,3.73,1,1259,1,17,2.9603174603174605
VALENCIA,5.31,15.98,2,3890,1,17,3.009416195856874
ALICANTE,782.7,1351.27,77,468045,2,17,1.7264213619522166
BADAJOZ,19.4,20.2,1,12320,2,17,1.041237113402062
CACERES,80.6,80.5,5,39525,2,17,0.9987593052109182
CORDOBA,429.79,1016.71,49,394802,2,17,2.365597152097536
MADRID,1.37,4.97,1,1368,2,17,3.6277372262773717
MURCIA,151.96,228.96,11,91180,2,17,1.5067122927086074
SEVILLA,7965.75,14104.39,483,5166546,2,17,1.7706292565044095
VALENCIA,4.7,9.88,1,2939,2,17,2.1021276595744682
ZARAGOZA,0.81,2.86,2,531,2,17,3.530864197530864
ALICANTE,338.96,575.25,28,197360,3,17,1.6971029029974039
ALMERIA,30.72,34.37,2,14087,3,17,1.1188151041666665
BARCELONA,0.02,0.21,1,5,3,17,10.5
CACERES,163.3,168.13,9,84248,3,17,1.0295774647887324
CASTELLON,0.42,1.26,1,182,3,17,3.0
CORDOBA,653.22,1507.24,75,642073,3,17,2.3074002633109822
LLEIDA,0.28,1.22,1,282,3,17,4.357142857142857
MADRID,0.91,3.31,1,912,3,17,3.6373626373626373
MURCIA,118.46,190.13,13,70550,3,17,1.605014350835725
NAVARRA,0.0,0.0,1,4,3,17,0.0
RIOJA,62.73,160.08,11,62726,3,17,2.551889048302248
SEVILLA,8062.37,14004.02,500,5243919,3,17,1.736960719986803
TARRAGONA,7.04,15.77,5,4433,3,17,2.240056818181818
ZARAGOZA,42.73,74.12,5,25941,3,17,1.7346126842967473
ALICANTE,296.27,567.16,29,181549,4,17,1.9143348972221286
ALMERIA,11.98,17.07,1,7639,4,17,1.4248747913188649
BADAJOZ,19.4,20.88,1,12320,4,17,1.0762886597938144
CACERES,76.09,74.77,4,38194,4,17,0.982652122486529
CORDOBA,529.64,1310.46,64,515332,4,17,2.474246658107394
GIPUZKOA,0.51,3.06,1,513,4,17,6.0
LLEIDA,0.1,0.49,1,100,4,17,4.8999999999999995
MADRID,1.37,4.97,1,1368,4,17,3.6277372262773717
MURCIA,3.46,10.59,4,3176,4,17,3.060693641618497
NAVARRA,0.25,0.73,1,150,4,17,2.92
SEVILLA,6550.38,10689.7,380,4330817,4,17,1.6319205908664842
TARRAGONA,0.61,1.57,1,364,4,17,2.5737704918032787
ALICANTE,573.51,1114.59,54,351963,5,17,1.9434534707328555
BADAJOZ,19.36,20.2,1,12320,5,17,1.0433884297520661
BARCELONA,0.45,3.97,2,409,5,17,8.822222222222223
CACERES,181.11,191.29,10,91202,5,17,1.0562089337971396
CORDOBA,797.01,1800.25,88,781004,5,17,2.2587545952999335
LLEIDA,1.49,3.0,1,930,5,17,2.0134228187919465
MADRID,1.37,4.97,1,1300,5,17,3.6277372262773717
MURCIA,140.16,222.29,8,83028,5,17,1.5859731735159817
SANTA CRUZ TENERIFE,10.28,27.79,2,10278,5,17,2.703307392996109
SANTANDER,8.64,23.09,1,8637,5,17,2.6724537037037037
SEVILLA,7261.61,11343.59,427,4689881,5,17,1.5621315383227687
ZARAGOZA,0.83,1.42,2,459,5,17,1.7108433734939759
ALICANTE,416.06,775.17,44,258476,6,17,1.863120703744652
ALMERIA,6.81,5.69,1,4082,6,17,0.8355359765051396
BADAJOZ,19.36,20.2,1,12320,6,17,1.0433884297520661
BARCELONA,0.0,0.0,1,1,6,17,0.0
CACERES,112.23,208.89,11,76483,6,17,1.8612670408981553
CASTELLON,0.06,0.72,2,62,6,17,12.0
CORDOBA,625.3,1499.86,65,611799,6,17,2.398624660163122
LLEIDA,0.1,0.49,1,100,6,17,4.8999999999999995
MADRID,18.91,19.75,2,12162,6,17,1.044420941300899
MURCIA,101.09,136.05,9,56379,6,17,1.3458304481155408
SEVILLA,7080.92,10687.6,378,4412866,6,17,1.5093518921270117
VALENCIA,3.5,11.14,1,3497,6,17,3.182857142857143
ZARAGOZA,20.51,38.29,2,11107,6,17,1.8668941979522182
ALICANTE,347.6,643.36,34,217112,7,17,1.8508630609896433
BADAJOZ,38.8,37.48,2,24640,7,17,0.965979381443299
CACERES,344.74,347.06,19,179262,7,17,1.006729709346174
